product_id,title,handle,product_url,product_type,vendor,tags,created_at,updated_at,published_at,price_min,price_max,compare_at_price_max,is_on_sale,total_variants,available_variants,stock_status,image_count,main_image_url
10068493762873,Erigo Progressive Tee The Flag White - Kaos Unisex,erigo-progressive-tee-the-flag-white-kaos-unisex,https://erigostore.co.id/products/erigo-progressive-tee-the-flag-white-kaos-unisex,T-Shirt,ERIGO,,2025-12-10T13:49:58+07:00,2026-07-15T00:07:39+07:00,2025-12-10T13:50:02+07:00,199000.0,199000.0,,False,5,5,in_stock,7,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/The_Flag_White_Cover.jpg?v=1765343259
10068491206969,Erigo Progressive Tee The Mota White - Kaos Unisex,erigo-progressive-tee-the-mota-white-kaos-unisex,https://erigostore.co.id/products/erigo-progressive-tee-the-mota-white-kaos-unisex,T-Shirt,ERIGO,,2025-12-10T13:33:20+07:00,2026-07-15T00:07:39+07:00,2025-12-10T13:33:25+07:00,199000.0,199000.0,,False,5,5,in_stock,7,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/MotaWhiteCover.jpg?v=1765343229
9610886316345,Erigo T-Shirt Yoshe Dark Blue Unisex,erigo-t-shirt-yoshe-dark-blue-unisex,https://erigostore.co.id/products/erigo-t-shirt-yoshe-dark-blue-unisex,T-Shirt Japan Series,ERIGO,,2024-08-21T15:19:16+07:00,2026-07-15T00:07:39+07:00,2025-10-01T15:47:27+07:00,91000.0,91000.0,250000.0,True,5,1,in_stock,10,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/id-11134201-7r98y-lx9mkntruwzx21.jpg?v=1750319460
9697714995513,Erigo Coach Jacket Gentry Asphalt,erigo-coach-jacket-gentry-asphalt-unisex,https://erigostore.co.id/products/erigo-coach-jacket-gentry-asphalt-unisex,Coach Jacket Graphic,ERIGO,,2024-11-08T10:58:05+07:00,2026-07-15T00:07:39+07:00,2025-09-30T15:56:21+07:00,193000.0,193000.0,500000.0,True,4,1,in_stock,9,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/id-11134201-7r992-lrfoua3pczfk30.jpg?v=1750319012
9610777657657,Erigo T-Shirt Graphic Akaya Black,erigo-t-shirt-graphic-akaya-black,https://erigostore.co.id/products/erigo-t-shirt-graphic-akaya-black,T-Shirt Graphic,ERIGO,,2024-08-21T13:25:13+07:00,2026-07-15T00:07:39+07:00,2025-09-30T15:56:21+07:00,109000.0,109000.0,300000.0,True,5,1,in_stock,9,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/id-11134201-7r98r-lz60gwm6jv1ae3.jpg?v=1750319542
9764870979897,Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex,erigo-relax-chino-pants-evander-light-khaky-celana-panjang-relax-unisex,https://erigostore.co.id/products/erigo-relax-chino-pants-evander-light-khaky-celana-panjang-relax-unisex,Relax Chino Pants,ERIGO,,2025-01-22T11:45:37+07:00,2026-07-15T00:07:39+07:00,2025-09-27T15:52:36+07:00,247000.0,247000.0,349000.0,True,7,1,in_stock,13,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/COVER_RELAX-CHINO-PANTS-EVANDER-LIGHT-KHAKY-01.jpg?v=1750318857
9610886054201,Erigo T-Shirt Yagate Black Unisex,erigo-t-shirt-yagate-black-unisex,https://erigostore.co.id/products/erigo-t-shirt-yagate-black-unisex,T-Shirt Japan Series,ERIGO,,2024-08-21T15:18:55+07:00,2026-07-15T00:07:39+07:00,2025-09-27T15:52:35+07:00,91000.0,91000.0,250000.0,True,5,1,in_stock,6,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/id-11134201-7r990-lx9mkme5yg8cb6.png?v=1750319465
9588729938233,Erigo Shirt Jacket Derriel Light Brown Unisex,erigo-shirt-jacket-derriel-light-brown-unisex,https://erigostore.co.id/products/erigo-shirt-jacket-derriel-light-brown-unisex,Shacket (Shirt Jacket),ERIGO,,2024-08-06T17:58:47+07:00,2026-07-15T00:07:39+07:00,2025-09-27T15:52:34+07:00,166000.0,166000.0,229000.0,True,5,1,in_stock,5,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/COVER_DERRIEL_SHIRT_JACKET_LIGHT_BROWN.jpg?v=1750320474
9819342405945,Erigo T-Shirt Wade Black - Kaos Unisex,erigo-t-shirt-wade-black-kaos-unisex,https://erigostore.co.id/products/erigo-t-shirt-wade-black-kaos-unisex,,ERIGO,,2025-03-12T10:27:12+07:00,2026-07-15T00:07:39+07:00,2025-09-26T15:49:23+07:00,99000.0,99000.0,129000.0,True,5,1,in_stock,10,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/COVER_T-SHIRT-SUMMER-WADE-BLACK.jpg?v=1750318736
9896953938233,Erigo Ultra Light Weight Jacket Neron Navy - Jaket Ultra Light Weight Unisex,erigo-ultra-lightweight-jacket-neron-navy-jaket-ultra-light-weight-unisex,https://erigostore.co.id/products/erigo-ultra-lightweight-jacket-neron-navy-jaket-ultra-light-weight-unisex,Ultra Lightweight Jacket,ERIGO,,2025-06-16T13:38:32+07:00,2026-07-15T00:07:39+07:00,2025-09-25T15:53:20+07:00,273000.0,273000.0,379000.0,True,4,1,in_stock,9,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/NERON-LIGHT-WEIGHT-JACKET-NAVY-copy-3-100.jpg?v=1750318466
9873114759481,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex,erigo-t-shirt-embro-vedad-navy-kaos-unisex,https://erigostore.co.id/products/erigo-t-shirt-embro-vedad-navy-kaos-unisex,T-Shirt Embro,ERIGO,,2025-05-19T16:41:13+07:00,2026-07-15T00:07:39+07:00,2025-09-25T15:53:20+07:00,73000.0,73000.0,99000.0,True,5,1,in_stock,10,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/id-11134275-7rbkd-m9yaff4tsv7f83.jpg?v=1750318520
9846836789561,Erigo Short Shirt Deans Coffee Brown - Kemeja Lengan Pendek Rayon Unisex,erigo-short-shirt-deans-coffe-brown-kemeja-lengan-pendek-rayon-unisex,https://erigostore.co.id/products/erigo-short-shirt-deans-coffe-brown-kemeja-lengan-pendek-rayon-unisex,Short Shirt,ERIGO,,2025-04-16T13:28:19+07:00,2026-07-15T00:07:39+07:00,2025-09-25T15:53:19+07:00,125000.0,125000.0,350000.0,True,5,1,in_stock,5,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/id-11134207-7rbk0-m8msbvswd1pp74.jpg?v=1750318589
9841388486969,Erigo Basic Long Sleeve Shirt Beran Light Blue - Kemeja Lengan Panjang Oxford Unisex,erigo-basic-long-sleeve-shirt-beran-light-blue-kemaja-lengan-panjang-oxford-unisex,https://erigostore.co.id/products/erigo-basic-long-sleeve-shirt-beran-light-blue-kemaja-lengan-panjang-oxford-unisex,Basic Long Sleeve Shirt Oxford,ERIGO,,2025-04-09T13:20:25+07:00,2026-07-15T00:07:39+07:00,2025-09-25T15:53:19+07:00,199000.0,199000.0,249000.0,True,4,1,in_stock,6,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/OXFORD-SHIRT_BERAN-ASIC-LONGSLEEVE-SHIRT-LIGHT-BLUE.jpg?v=1750318604
9760268878137,Erigo T-Shirt Embro Vashin Blue - Kaos Unisex,erigo-t-shirt-embro-vashin-grey-kaos-unisex,https://erigostore.co.id/products/erigo-t-shirt-embro-vashin-grey-kaos-unisex,T-Shirt Embro,ERIGO,,2025-01-17T10:01:39+07:00,2026-07-15T00:07:39+07:00,2025-09-25T15:53:18+07:00,73000.0,73000.0,99000.0,True,5,1,in_stock,11,https://cdn.shopify.com/s/files/1/0607/2841/0296/files/COVER_T-Shirt-Embro-Vashin-Blue.jpg?v=1750318868
